id;defaulted;credit_amount;annual_installment;term;interest_rate_type;property_type;property_quality_rating;annual_income;number_of_children;number_of_family_members;own_car;own_realty;gender;years_employed;age;currently_employed;education_type;family_status;customer_group
767;no;186000;14100;14;variable;apartment;0.4;45600;1;1;true;false;male;28;53;true;incomplete higher;single;lower_value
768;no;58000;9300;7;variable;house;0.4;27700;1;1;true;true;male;30;63;true;secondary;divorced;lower_value
769;no;214000;25500;9;fixed;house;0.6;90500;2;3;true;true;male;30;60;true;academic degree;divorced;higher_value
770;no;442500;17100;28;fixed;house;1;88600;0;1;true;false;male;13;36;true;lower secondary;divorced;lower_value
771;no;685000;35700;20;fixed;apartment;1;73800;1;1;true;false;male;21;46;true;secondary;widowed;lower_value
772;no;425100;45700;10;variable;apartment;0.4;110000;1;2;true;false;female;30;76;false;academic degree;divorced;higher_value
773;no;173000;12800;15;variable;apartment;0.1;50100;2;2;true;false;male;30;54;true;incomplete higher;single;lower_value
774;no;1099000;38500;29;fixed;apartment;0.7;86500;1;1;false;true;male;10;34;true;secondary;married;lower_value
775;no;417000;20300;22;fixed;apartment;0.6;69600;1;1;true;false;female;14;40;true;secondary;married;lower_value
776;no;278000;15700;18;fixed;house;0.7;46900;2;1;true;false;female;21;46;true;secondary;widowed;lower_value
777;no;650000;30800;22;fixed;house;1;79200;2;2;true;true;male;15;38;true;lower;married;lower_value
778;no;570000;17400;35;fixed;house;0.1;57200;1;1;true;true;male;7;31;true;academic degree;widowed;lower_value
779;no;441000;12700;36;variable;apartment;0.9;25900;1;1;true;false;female;7;30;true;secondary;single;lower_value
780;no;535000;13100;41;variable;house;0.8;72400;1;2;true;true;male;0;22;true;lower secondary;married;lower_value
781;no;1448600;29800;53;variable;house;0.5;74100;3;3;true;true;male;0;20;true;lower secondary;married;lower_value
782;no;687800;18000;42;variable;apartment;0.9;61600;2;1;true;true;female;3;23;true;academic degree;married;lower_value
783;yes;249000;18700;14;variable;house;0.5;41800;1;1;true;false;male;26;49;true;secondary;married;lower_value
784;no;177000;15800;11;fixed;house;0.1;50500;1;1;true;true;female;30;53;true;academic degree;married;lower_value
785;no;993000;28600;37;variable;apartment;0.9;69100;1;1;false;true;female;3;26;true;academic degree;divorced;lower_value
786;no;660000;30900;23;variable;apartment;0.5;89000;3;3;true;false;female;19;43;true;academic degree;married;lower_value
787;no;894900;33400;29;fixed;apartment;0.5;66400;2;2;true;true;female;14;36;true;academic degree;married;lower_value
788;yes;734000;28100;26;variable;house;0.5;53100;2;2;true;false;male;30;47;true;lower secondary;divorced;lower_value
789;no;46000;8200;6;fixed;house;0.1;18900;2;2;false;false;male;30;61;true;secondary;married;lower_value
790;no;752000;29900;28;fixed;apartment;0.8;86800;2;2;true;false;male;15;36;true;secondary;single;lower_value
791;no;247000;39000;7;fixed;apartment;0.3;90100;2;2;false;true;male;23;50;true;incomplete higher;divorced;higher_value
792;no;627800;22700;31;variable;apartment;0.5;87100;2;3;true;false;female;15;36;true;incomplete higher;single;lower_value
793;no;294000;26900;12;variable;apartment;0.4;62900;1;1;true;false;male;30;51;true;academic degree;married;lower_value
794;no;456700;18100;27;variable;house;0.8;78200;2;3;true;false;female;15;38;true;academic degree;married;lower_value
795;yes;1441000;45300;33;variable;house;0.8;105000;2;3;false;false;male;5;25;true;secondary;single;higher_value
796;no;223000;9200;27;variable;house;0.7;24700;2;1;false;false;female;11;36;true;incomplete higher;married;lower_value
797;no;110000;4300;26;variable;house;0.2;17000;2;1;true;true;male;16;35;true;lower;single;lower_value
798;no;1518400;32800;49;variable;house;0.5;66600;2;2;true;false;female;0;20;true;lower;single;lower_value
799;no;747000;29800;27;variable;apartment;0.8;61700;3;2;true;true;female;17;39;true;lower secondary;married;lower_value
800;no;914000;24900;40;variable;apartment;0.8;60100;1;1;true;false;female;3;25;true;lower secondary;married;lower_value
801;no;521000;16600;32;variable;house;0.3;69100;2;3;true;true;male;9;34;true;academic degree;single;lower_value
802;no;1053000;27600;38;fixed;apartment;1;71200;3;3;true;false;female;6;26;true;incomplete higher;married;lower_value
803;no;944000;27200;36;fixed;apartment;1;81600;1;2;false;true;male;0;24;true;incomplete higher;married;lower_value
804;no;286000;19900;15;fixed;house;0.4;58800;1;1;false;false;male;30;52;true;lower;divorced;lower_value
805;no;1233000;37700;34;fixed;house;0.9;113300;0;1;true;true;female;9;31;true;lower secondary;married;higher_value
806;no;245300;8800;28;variable;apartment;0.5;20500;2;1;true;true;female;14;36;true;academic degree;single;lower_value
807;no;247000;29400;8;variable;apartment;0.6;80300;1;2;false;false;male;30;54;true;academic degree;single;lower_value
808;yes;158000;12800;13;fixed;house;0.2;32100;1;1;false;false;female;30;65;true;lower secondary;married;lower_value
809;no;442000;15500;31;variable;house;0.6;38600;2;2;true;false;male;9;33;true;secondary;married;lower_value
810;no;326000;8100;41;variable;apartment;0.6;26400;2;2;false;false;female;4;27;true;secondary;married;lower_value
811;no;369000;9900;38;fixed;apartment;0.3;21600;2;2;true;true;male;5;27;true;academic degree;married;lower_value
812;no;753000;24200;33;fixed;apartment;0.7;110100;1;2;false;true;male;13;35;true;lower secondary;single;higher_value
813;yes;252000;7100;37;variable;apartment;0.5;23100;1;1;false;true;female;5;30;true;lower;divorced;lower_value
814;no;303000;9000;37;fixed;apartment;0.5;41300;2;3;true;true;female;7;29;true;secondary;married;lower_value
815;no;719400;29800;26;fixed;house;0.6;64400;2;2;true;false;male;18;42;true;academic degree;married;lower_value
816;no;359000;16800;24;fixed;apartment;1;66300;2;2;false;false;male;24;45;true;secondary;single;lower_value
817;no;1779000;43000;42;variable;house;1;90100;2;2;true;true;male;0;21;true;lower;married;higher_value
818;yes;69800;8600;9;variable;house;0.3;24700;3;3;false;false;male;30;70;false;lower secondary;married;lower_value
819;no;443000;17800;26;variable;house;0.6;68500;2;3;true;false;male;12;35;true;lower;divorced;lower_value
820;no;260000;11600;24;variable;apartment;0.6;23400;1;1;false;false;female;19;39;false;academic degree;married;lower_value
821;no;266000;31200;9;variable;apartment;0.6;105500;2;2;true;true;female;29;51;true;lower;divorced;higher_value
822;no;787000;35600;24;variable;house;0.6;78100;1;1;false;true;female;7;34;true;academic degree;divorced;lower_value
823;no;443000;25000;18;variable;house;1;50800;2;2;true;false;male;22;44;true;incomplete higher;single;lower_value
824;no;263000;20200;14;variable;house;0.6;78000;1;1;false;false;male;30;58;true;academic degree;divorced;lower_value
825;yes;584000;16100;39;fixed;house;0.7;41600;1;1;false;true;female;6;28;true;academic degree;divorced;lower_value
826;no;585000;42000;14;variable;apartment;0.5;105500;2;1;true;true;female;30;76;false;secondary;widowed;higher_value
827;no;198000;30100;7;fixed;apartment;0.4;110400;0;1;false;true;female;30;59;true;academic degree;divorced;higher_value
828;no;235400;7700;31;variable;house;0.5;19800;2;1;true;true;male;20;39;false;lower secondary;married;lower_value
829;yes;721000;21300;37;fixed;house;0.1;60400;2;2;true;false;male;13;33;true;secondary;single;lower_value
830;no;1269000;36600;36;fixed;house;0.7;96400;2;3;true;true;male;6;30;true;incomplete higher;divorced;higher_value
831;no;179000;6100;30;fixed;house;0.3;39900;1;2;false;true;male;10;35;true;secondary;single;lower_value
832;no;729000;28900;25;variable;house;0.5;64300;1;1;true;true;male;13;38;true;incomplete higher;married;lower_value
833;no;616000;18400;36;variable;apartment;1;45800;2;2;true;true;male;12;35;true;lower secondary;divorced;lower_value
834;no;519000;14900;37;fixed;apartment;0.9;60100;0;1;false;true;male;9;32;true;lower secondary;divorced;lower_value
835;no;1663300;43800;42;variable;apartment;0.7;84000;1;1;true;true;male;0;24;true;academic degree;single;lower_value
836;no;178000;8400;23;variable;apartment;0.1;57500;0;1;false;false;female;25;46;true;secondary;single;lower_value
837;no;1322200;54100;25;fixed;house;0.6;100800;2;2;true;true;male;9;35;true;academic degree;married;higher_value
838;no;494000;15200;36;fixed;apartment;0.6;34600;2;1;false;false;male;0;26;false;academic degree;widowed;lower_value
839;no;955900;36200;29;fixed;house;0.4;96300;3;3;true;false;male;21;42;true;incomplete higher;divorced;higher_value
840;yes;789000;31300;26;fixed;house;0.2;78100;3;2;false;false;male;25;44;true;lower;divorced;lower_value
841;no;642000;17400;39;fixed;apartment;1;51600;1;1;false;false;male;13;37;true;secondary;married;lower_value
842;no;235000;19400;12;fixed;apartment;0.5;65400;1;1;true;false;female;30;57;true;academic degree;single;lower_value
843;no;851000;20800;44;variable;house;0.3;42800;4;3;false;false;female;2;24;true;lower secondary;married;lower_value
844;yes;415000;24800;17;variable;house;0.5;70400;3;4;false;false;male;24;43;true;incomplete higher;divorced;lower_value
845;no;267000;9300;30;variable;house;0.4;20600;1;1;true;true;male;9;32;true;lower secondary;divorced;lower_value
846;no;355000;10900;33;variable;house;0.2;44200;2;3;false;true;female;14;38;true;lower secondary;single;lower_value
847;no;368000;14500;26;variable;house;0.4;29000;1;1;false;false;male;9;35;true;secondary;divorced;lower_value
848;no;213000;21200;10;variable;apartment;0.4;72300;2;1;false;true;male;30;58;true;lower secondary;married;lower_value
849;no;236000;6500;39;variable;apartment;0.6;37600;2;3;true;true;male;6;27;false;incomplete higher;single;lower_value
850;yes;1290000;43600;32;variable;house;0.4;91800;3;3;false;false;male;1;24;true;lower secondary;single;higher_value
851;no;569000;19200;30;variable;apartment;0.2;50700;2;1;true;true;male;9;33;true;lower secondary;single;lower_value
852;no;428400;14000;32;variable;house;1;37300;1;1;false;false;female;15;37;false;incomplete higher;single;lower_value
853;no;499000;11300;46;variable;house;0.8;56100;0;1;true;true;female;2;25;true;academic degree;married;lower_value
854;no;1541000;34500;47;variable;house;0.4;99600;2;1;false;true;male;1;21;true;lower;married;higher_value
855;yes;235400;19800;12;fixed;house;0.7;38200;2;2;false;false;female;29;52;true;lower;single;lower_value
856;no;403300;28900;15;variable;apartment;1;74200;1;2;true;false;male;30;78;false;incomplete higher;single;lower_value
857;no;328000;25500;13;fixed;apartment;0.5;53400;1;1;true;true;female;29;52;true;academic degree;single;lower_value
858;no;394600;45100;9;fixed;house;0.8;90700;1;1;true;false;male;30;70;false;lower secondary;single;higher_value
859;yes;174000;17000;11;variable;house;0.4;52300;2;2;false;false;female;30;53;true;secondary;married;lower_value
860;no;270300;6900;42;fixed;house;0.6;45300;2;3;false;false;female;0;26;false;lower secondary;single;lower_value
861;no;351000;26400;14;fixed;apartment;0.2;60800;2;2;true;false;male;24;50;true;incomplete higher;single;lower_value
862;no;164000;10200;17;fixed;house;0.2;38000;1;1;false;false;female;19;42;true;lower secondary;married;lower_value
863;yes;1362500;29500;51;fixed;apartment;0.2;68200;3;3;true;false;female;1;20;true;lower secondary;single;lower_value
864;no;264000;7000;39;fixed;house;0.6;25300;1;1;false;true;female;10;33;true;lower;widowed;lower_value
865;no;317000;10100;33;variable;house;0.3;46200;1;2;true;true;male;14;36;true;incomplete higher;divorced;lower_value
866;no;223000;19100;13;fixed;apartment;0.7;59800;2;1;true;true;female;28;51;true;lower secondary;single;lower_value
867;no;685000;26700;26;variable;apartment;1;68800;2;1;true;true;male;11;37;true;lower;divorced;lower_value
868;no;107000;22200;5;fixed;house;0.4;48700;1;1;false;true;male;30;55;true;incomplete higher;married;lower_value
869;no;60000;8700;7;fixed;house;0.2;19500;2;2;false;true;male;29;53;true;incomplete higher;single;lower_value
870;no;174000;25100;7;fixed;house;0.4;50600;1;1;false;false;male;30;75;false;lower;married;lower_value
871;no;584200;18100;34;variable;house;0.3;52600;3;2;true;true;male;0;25;true;incomplete higher;single;lower_value
872;no;615000;18100;35;fixed;apartment;0.8;70500;2;1;false;true;male;10;30;true;incomplete higher;divorced;lower_value
873;no;251000;7800;34;variable;house;0.7;29100;2;1;true;false;female;12;30;true;secondary;divorced;lower_value
874;no;206000;11000;20;fixed;apartment;0.5;29800;1;1;false;true;female;17;44;true;lower secondary;single;lower_value
875;no;708000;28300;25;fixed;apartment;0.4;69400;2;2;false;false;male;9;32;true;secondary;married;lower_value
876;yes;239000;8100;32;variable;house;0.7;24900;2;2;true;false;female;11;30;false;incomplete higher;divorced;lower_value
877;no;811000;24300;33;fixed;apartment;0.9;53600;2;2;false;false;female;10;33;true;incomplete higher;widowed;lower_value
878;no;506000;45700;12;fixed;house;0.2;116200;1;1;true;true;female;27;54;true;lower secondary;divorced;higher_value
879;yes;392000;13700;29;variable;apartment;0.6;45200;4;4;false;true;female;12;33;false;lower;married;lower_value
880;no;238000;14000;18;variable;house;0.6;56700;2;3;true;false;male;30;59;true;academic degree;single;lower_value
881;no;482000;14800;33;variable;apartment;0.2;39400;1;1;false;true;male;6;29;false;incomplete higher;divorced;lower_value
882;no;1317800;33500;41;fixed;house;1;69500;1;1;false;false;female;3;21;true;incomplete higher;single;lower_value
883;no;98000;14900;7;fixed;apartment;0.1;43900;2;2;true;true;male;27;46;true;secondary;divorced;lower_value
884;yes;225600;26500;9;fixed;house;0.1;55500;1;1;false;true;female;30;53;true;secondary;divorced;lower_value
885;no;564000;29600;20;variable;house;0.8;102200;0;1;false;false;female;28;50;true;secondary;single;higher_value
886;no;58000;5600;11;variable;apartment;0.4;37900;2;3;true;false;female;30;75;false;secondary;divorced;lower_value
887;no;247000;16600;16;variable;apartment;0.7;34500;1;1;false;true;male;22;46;true;lower;widowed;lower_value
888;no;244000;8300;30;fixed;house;0.6;29600;2;2;true;true;male;13;34;true;academic degree;divorced;lower_value
889;no;571000;34000;17;fixed;house;0.5;90700;3;2;true;true;male;24;47;true;incomplete higher;married;higher_value
890;no;727000;23100;32;fixed;house;0.6;103700;0;1;false;true;male;13;34;true;lower secondary;widowed;higher_value
891;no;155000;5400;31;variable;apartment;0.3;19900;2;1;true;true;male;12;35;true;academic degree;married;lower_value
892;no;435000;16800;26;fixed;house;1;35700;2;1;false;false;male;17;40;true;incomplete higher;single;lower_value
893;no;323000;30900;11;fixed;apartment;0.3;114400;2;2;false;true;male;30;61;true;lower secondary;divorced;higher_value
894;no;355300;11200;34;fixed;apartment;0.5;28000;2;2;true;false;female;7;32;false;incomplete higher;single;lower_value
895;no;444000;22500;21;variable;apartment;0.5;85300;2;3;false;false;female;30;52;true;incomplete higher;married;lower_value
896;no;315000;9700;36;fixed;apartment;0.6;43300;1;2;false;true;male;6;31;true;academic degree;single;lower_value
897;no;341000;21900;16;fixed;house;0.6;84900;2;3;false;false;male;24;47;true;lower secondary;married;lower_value
898;no;415000;20000;21;variable;apartment;0.9;89000;1;2;false;true;male;17;40;true;incomplete higher;married;lower_value
899;no;44700;8000;6;fixed;apartment;0.4;27900;1;1;true;true;female;30;58;true;lower;widowed;lower_value
900;no;255100;12900;20;variable;apartment;0.4;44800;2;3;false;true;male;18;44;true;lower;divorced;lower_value
901;no;80000;6600;12;variable;house;0.3;25600;1;1;false;true;male;30;57;true;academic degree;widowed;lower_value
902;no;839000;27100;33;fixed;apartment;0.1;88100;2;3;true;false;male;9;34;true;academic degree;married;lower_value
903;no;801000;24300;33;variable;house;0.1;84000;1;1;true;false;male;5;28;true;lower secondary;married;lower_value
904;yes;769500;16500;47;variable;house;0.2;67500;2;3;true;false;female;1;20;true;lower;married;lower_value
905;no;474200;16400;30;variable;apartment;0.5;33800;2;1;true;true;female;13;36;false;incomplete higher;single;lower_value
906;no;346000;30300;11;variable;house;0.4;90000;2;3;true;false;male;30;57;true;academic degree;single;higher_value
907;no;1192000;28200;43;variable;house;0.7;73900;1;1;true;true;female;0;21;true;secondary;married;lower_value
908;no;265000;9800;30;variable;house;0.6;22100;1;1;true;true;male;14;38;true;lower secondary;divorced;lower_value
909;yes;355000;7700;48;variable;apartment;0.4;17500;2;2;true;false;female;3;23;true;secondary;single;lower_value
910;no;303000;36300;9;fixed;apartment;0.5;100400;2;1;true;true;male;30;57;true;incomplete higher;married;higher_value
911;no;204000;9700;22;fixed;apartment;0.6;19700;1;1;true;true;female;19;38;false;lower secondary;single;lower_value
912;no;356400;20300;20;fixed;apartment;0.5;58200;3;3;false;false;male;16;40;true;lower secondary;married;lower_value
913;no;817000;27200;31;variable;house;0.1;85600;1;2;true;false;male;13;33;true;academic degree;single;lower_value
914;no;521000;18400;31;variable;house;0.1;42300;1;1;true;false;male;14;34;true;incomplete higher;single;lower_value
915;no;191000;14300;13;variable;house;0.4;38600;1;1;true;false;male;26;51;true;secondary;single;lower_value
916;no;789000;18400;46;variable;apartment;0.7;58900;1;1;true;false;female;2;22;true;secondary;married;lower_value
917;no;303000;36600;9;variable;apartment;0.7;81300;1;1;true;true;female;30;75;false;incomplete higher;married;lower_value
918;no;1171000;35000;35;fixed;house;0.7;137300;0;1;false;true;male;1;27;true;academic degree;married;higher_value
919;yes;367300;15800;26;variable;apartment;0.6;34900;3;3;false;true;female;23;39;true;incomplete higher;widowed;lower_value
920;yes;307000;25100;13;variable;house;0.2;70300;2;3;false;false;female;30;76;false;lower;widowed;lower_value
921;no;1125000;26100;45;fixed;house;0.3;100300;1;1;true;true;male;0;22;true;academic degree;single;higher_value
922;no;244000;17000;15;variable;house;0.5;41400;2;2;true;false;male;21;44;false;lower secondary;single;lower_value
923;no;377000;21700;19;fixed;apartment;1;64400;2;3;false;false;male;28;50;true;lower;single;lower_value
924;yes;944000;19900;48;variable;house;0.2;47000;1;1;false;false;male;8;26;true;secondary;divorced;lower_value
925;yes;614800;13300;47;fixed;house;0.7;28600;1;1;false;true;male;4;25;true;incomplete higher;single;lower_value
926;no;667100;29500;24;fixed;house;0.8;61400;1;1;true;true;female;18;39;true;academic degree;widowed;lower_value
927;no;90000;18500;5;fixed;apartment;0.3;56900;1;1;true;true;male;30;54;true;incomplete higher;married;lower_value
928;no;731000;42800;18;fixed;house;1;114100;1;2;true;true;female;23;50;true;lower;divorced;higher_value
929;no;322000;27700;12;variable;apartment;0.7;84400;2;1;true;true;male;30;67;true;incomplete higher;divorced;lower_value
930;no;225000;19400;12;variable;house;0.6;49900;2;2;false;true;male;26;50;true;incomplete higher;divorced;lower_value
931;no;407000;19900;22;fixed;house;1;55700;2;2;true;true;male;14;39;true;incomplete higher;divorced;lower_value
932;no;1221000;32400;41;variable;apartment;1;104200;0;1;true;false;female;4;27;true;incomplete higher;single;higher_value
933;no;116000;19500;6;fixed;apartment;0.4;42700;1;1;true;false;male;30;69;false;secondary;single;lower_value
934;yes;277000;19400;16;variable;house;0.4;51700;2;1;true;false;female;21;44;true;incomplete higher;married;lower_value
935;no;1169000;45800;26;variable;house;0.7;164800;0;1;true;true;male;14;37;true;secondary;married;higher_value
936;no;564600;30300;21;fixed;house;0.2;84900;3;4;false;true;female;25;46;true;incomplete higher;single;lower_value
937;no;226000;29200;8;variable;house;0.3;103400;0;1;false;true;female;29;55;true;secondary;divorced;higher_value
938;yes;143000;14200;11;variable;house;0.4;32000;3;3;false;false;female;30;69;false;lower;single;lower_value
939;no;223000;11900;20;fixed;apartment;0.4;37600;1;1;true;false;male;17;41;true;lower secondary;single;lower_value
940;no;448000;11200;42;variable;house;0.4;44700;1;2;true;true;male;5;26;true;academic degree;married;lower_value
941;no;289000;11800;26;fixed;house;0.3;45300;2;2;false;true;male;15;37;true;secondary;single;lower_value
942;no;864000;24200;38;fixed;house;0.7;107800;1;2;false;false;female;5;25;true;lower secondary;single;higher_value
943;no;1871000;47000;42;fixed;house;1;97700;2;2;true;false;female;6;27;true;secondary;single;higher_value
944;no;110000;22000;5;fixed;apartment;0.3;85200;2;2;false;true;male;30;64;true;incomplete higher;married;lower_value
945;no;453400;15800;32;fixed;apartment;1;53800;1;2;false;true;male;14;38;false;lower secondary;married;lower_value
946;no;822000;35000;24;fixed;apartment;1;93800;2;3;false;false;male;16;37;true;incomplete higher;married;higher_value
947;no;138000;18800;8;variable;house;0.4;61200;2;2;true;false;male;30;74;false;secondary;married;lower_value
948;yes;1023000;32400;34;variable;apartment;0.5;61800;1;1;true;false;female;13;33;true;incomplete higher;single;lower_value
949;no;199000;15600;13;fixed;house;0.2;56100;1;1;true;true;female;17;41;true;lower secondary;widowed;lower_value
950;yes;537000;17900;33;variable;house;0.1;59300;2;1;true;false;female;7;30;true;lower;divorced;lower_value
951;no;246000;20400;13;fixed;house;0.6;42300;2;1;true;true;male;29;52;true;lower;widowed;lower_value
952;no;683000;20900;33;variable;house;0.4;61700;1;1;false;false;male;8;30;true;lower secondary;married;lower_value
953;yes;646000;18700;35;fixed;apartment;0.2;81800;3;4;false;false;female;2;25;true;lower secondary;single;lower_value
954;yes;762000;21200;38;variable;house;0.6;44900;1;1;false;true;male;8;31;true;secondary;single;lower_value
955;no;1376000;37200;37;fixed;house;0.2;91800;3;3;true;false;male;1;26;true;incomplete higher;single;higher_value
956;yes;103000;5900;18;variable;house;0.3;16600;1;1;false;false;male;28;50;true;lower secondary;single;lower_value
957;no;1692000;57100;32;variable;house;0.9;158400;1;2;false;true;male;5;28;true;incomplete higher;married;higher_value
958;no;191000;8600;24;fixed;apartment;0.3;22000;1;1;false;true;female;9;33;false;academic degree;married;lower_value
959;no;484000;39700;13;fixed;apartment;1;92800;2;1;false;true;male;30;67;true;lower secondary;single;higher_value
960;no;83000;13600;6;fixed;house;0.2;66900;1;2;true;false;male;30;67;true;academic degree;divorced;lower_value
961;no;442000;30500;16;fixed;apartment;0.5;102200;2;3;false;false;male;29;50;true;lower;single;higher_value
962;no;150000;13000;12;variable;house;0.4;44700;1;1;true;false;male;30;56;true;lower secondary;divorced;lower_value
963;no;134100;14300;10;variable;apartment;0.1;33700;2;2;true;true;female;26;51;true;secondary;married;lower_value
964;no;164000;12000;14;fixed;house;0.3;33900;1;1;true;false;female;30;52;false;academic degree;widowed;lower_value
965;no;907000;17800;52;variable;apartment;0.3;60400;1;1;true;true;male;0;22;true;lower secondary;single;lower_value
966;no;34000;5100;7;fixed;house;0.3;19700;3;3;true;false;male;30;55;true;academic degree;widowed;lower_value
967;no;100300;17000;6;variable;house;0.3;61200;2;1;true;true;male;25;54;true;incomplete higher;married;lower_value
968;no;388000;13900;28;variable;apartment;0.4;27800;2;1;false;false;male;7;31;true;lower secondary;widowed;lower_value
969;no;735000;22500;35;variable;house;1;86800;2;3;true;true;female;10;30;true;lower secondary;widowed;lower_value
970;no;426200;16800;27;fixed;apartment;1;45600;2;1;false;true;female;15;36;false;lower secondary;divorced;lower_value
971;no;1069300;22100;51;fixed;house;0.5;44300;2;2;true;true;male;0;22;true;lower secondary;single;lower_value
972;no;972000;39100;28;variable;apartment;1;79300;1;1;true;true;male;16;38;true;lower;divorced;lower_value
973;no;536000;16800;32;fixed;house;0.3;78200;0;1;true;true;male;14;35;true;secondary;single;lower_value
974;no;292000;31500;9;variable;house;0.7;115100;3;4;true;false;male;30;52;true;lower;single;higher_value
975;yes;343400;15400;22;variable;house;0.6;29900;3;3;true;false;male;30;52;true;lower secondary;divorced;lower_value
976;no;873000;21600;43;fixed;house;0.7;87000;2;3;true;false;male;6;27;true;lower secondary;married;lower_value
977;no;996000;36700;29;variable;house;0.2;88300;2;2;true;true;male;17;37;true;secondary;single;lower_value
978;no;383000;24300;16;fixed;house;0.8;68700;1;1;true;true;male;30;75;false;lower;divorced;lower_value
979;no;291000;10100;30;fixed;house;0.4;19500;1;1;true;true;male;20;43;true;secondary;married;lower_value
980;no;880000;29400;32;fixed;apartment;0.7;75500;1;1;true;false;male;15;36;true;incomplete higher;single;lower_value
981;no;354200;13300;28;fixed;house;0.2;70100;0;1;true;false;male;10;33;false;incomplete higher;married;lower_value
982;no;312000;23500;14;fixed;house;0.6;79100;1;2;true;false;female;26;49;true;academic degree;married;lower_value
983;no;1195000;36800;33;variable;house;0.3;116300;2;3;true;true;male;14;35;true;lower secondary;widowed;higher_value
984;no;933000;21000;45;variable;apartment;1;77700;2;2;true;true;female;2;26;true;lower;widowed;lower_value
985;no;827300;34800;26;fixed;house;1;82300;1;1;false;true;female;8;33;true;secondary;married;lower_value
986;yes;279000;16300;19;variable;house;0.5;40900;2;2;false;false;female;26;43;true;secondary;married;lower_value
987;no;245000;7000;37;variable;house;0.4;25700;2;2;true;true;female;7;28;true;academic degree;divorced;lower_value
988;no;486000;11400;43;variable;apartment;0.6;23700;1;1;true;false;male;0;22;true;incomplete higher;married;lower_value
989;no;195000;23000;9;variable;house;0.3;52900;2;1;true;true;male;30;64;true;academic degree;divorced;lower_value
990;no;105000;8700;13;variable;house;0.4;17900;1;1;false;true;male;30;70;false;lower;married;lower_value
991;no;514000;29800;18;fixed;apartment;0.9;72500;2;2;false;false;male;25;46;true;secondary;single;lower_value
992;no;231000;13200;19;fixed;apartment;0.5;51000;2;2;false;false;male;24;46;true;academic degree;widowed;lower_value
993;no;593000;16600;38;variable;apartment;0.7;89700;0;1;false;true;female;0;22;true;incomplete higher;married;lower_value
994;no;140000;12000;13;fixed;apartment;0.4;45700;2;1;false;false;female;29;52;false;academic degree;single;lower_value
995;no;948000;38000;27;variable;house;0.7;91800;2;2;true;false;male;12;35;true;secondary;single;higher_value
996;no;699800;28100;25;fixed;house;0.1;58000;2;1;true;false;male;10;35;true;lower;married;lower_value
997;no;1069300;48700;22;variable;house;0.6;96100;1;1;true;false;female;19;43;true;academic degree;single;higher_value
998;no;1589000;38500;43;variable;house;1;148200;0;1;false;true;male;1;24;true;lower secondary;single;higher_value
999;no;1399000;41300;35;variable;apartment;0.6;106000;2;3;true;true;male;6;32;true;lower;single;higher_value
